Sample#	Scan#	Interval	ENERGY-RBK	IC1[V]	IC2[V]	IC3[V]	TRANS	TransRef	KETEK-If	KETEK-FLUOR	KETEK-ROI_0[c/s]	KETEK-ROI_1[c/s]	KETEK-ROI_2[c/s]	KETEK-ROI_3[c/s]	KETEK-ROI_4[c/s]	KETEK-ROI_5[c/s]	KETEK-ROI_6[c/s]	KETEK-ROI_7[c/s]	KETEK-e-time[sec]	KETEK-DEADTIME[%]	KETEK-INT_TIME[sec]	KETEK-OCR	KETEK-ICR
1	1	1	15.249972332295178	1e-16	1e-16	0.005114222876727581	0.0	-31.565631666525075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47612448	0.4601386035415499	0.47832544	0.0	0.0
1	1	1	15.250961993612083	1e-16	1e-16	0.005159041844308376	0.0	-31.574357082086188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50277344	0.15232936188167853	0.50354048	0.0	0.0
1	1	1	15.252036629732155	1e-16	1e-16	0.004941620863974094	0.0	-31.531299596422286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50304384	0.09805821849252364	0.5035376	0.0	0.0
1	1	1	15.252998275737731	1e-16	1e-16	0.0051063550636172295	0.0	-31.564092063831293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50305568	0.11379809891729435	0.5036288	0.0	0.0
1	1	1	15.253988333206545	1e-16	1e-16	0.005188365001231432	0.0	-31.580024827803975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50287392	0.11333126544559546	0.50344448	0.0	0.0
1	1	1	15.255006813274388	1e-16	1e-16	0.004962838254868984	0.0	-31.535584014803188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50280704	0.09562709502180149	0.50328832	0.0	0.0
1	1	1	15.256025430517218	1e-16	1e-16	0.005106593947857618	0.0	-31.56413884448988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50305376	0.11341773052709578	0.50362496	0.0	0.0
1	1	1	15.25698758389355	1e-16	1e-16	0.0051933713257312775	0.0	-31.580989276279688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50306048	0.11589134677943556	0.50364416	0.0	0.0
1	1	1	15.258006467944625	1e-16	1e-16	0.004964030347764492	0.0	-31.535824189816875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50308832	0.11486957411216034	0.50366688	0.0	0.0
1	1	1	15.25899718125101	1e-16	1e-16	0.005175252910703421	0.0	-31.577494418513357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50318272	0.09593660813898565	0.50366592	0.0	0.0
