 #(1)Sample#   (2)Scan#   (3)Interval   (4)ENERGY-RBK   (5)IC1[V]   (6)IC2[V]   (7)IC3[V]   (8)TRANS   (9)TransRef   (10)KETEK-If   (11)KETEK-FLUOR   (12)KETEK-ROI_0[c/s]   (13)KETEK-ROI_1[c/s]   (14)KETEK-ROI_2[c/s]   (15)KETEK-ROI_3[c/s]   (16)KETEK-ROI_4[c/s]   (17)KETEK-ROI_5[c/s]   (18)KETEK-ROI_6[c/s]   (19)KETEK-ROI_7[c/s]   (20)KETEK-e-time[sec]   (21)KETEK-DEADTIME[%]   (22)KETEK-INT_TIME[sec]   (23)KETEK-OCR   (24)KETEK-ICR
  1   1   1 1.525096e+01 1.000000e-16 1.000000e-16 5.198377e-03 0.000000e+00 -3.158195e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.028707e-01 1.502063e-01 5.036272e-01 0.000000e+00 0.000000e+00
  1   1   1 1.525201e+01 1.000000e-16 1.000000e-16 5.034120e-03 0.000000e+00 -3.154984e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.032675e-01 1.149556e-01 5.038467e-01 0.000000e+00 0.000000e+00
  1   1   1 1.525300e+01 1.000000e-16 1.000000e-16 5.088237e-03 0.000000e+00 -3.156054e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.031242e-01 1.151152e-01 5.037040e-01 0.000000e+00 0.000000e+00
  1   1   1 1.525402e+01 1.000000e-16 1.000000e-16 5.115891e-03 0.000000e+00 -3.156596e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.032560e-01 9.877845e-02 5.037536e-01 0.000000e+00 0.000000e+00
  1   1   1 1.525498e+01 1.000000e-16 1.000000e-16 5.098011e-03 0.000000e+00 -3.156246e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.032304e-01 1.128704e-01 5.037990e-01 0.000000e+00 0.000000e+00
  1   1   1 1.525603e+01 1.000000e-16 1.000000e-16 5.190987e-03 0.000000e+00 -3.158053e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.032694e-01 1.129885e-01 5.038387e-01 0.000000e+00 0.000000e+00
  1   1   1 1.525702e+01 1.000000e-16 1.000000e-16 5.149267e-03 0.000000e+00 -3.157246e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.030778e-01 9.900386e-02 5.035763e-01 0.000000e+00 0.000000e+00
  1   1   1 1.525801e+01 1.000000e-16 1.000000e-16 5.122805e-03 0.000000e+00 -3.156731e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.032413e-01 1.130583e-01 5.038109e-01 0.000000e+00 0.000000e+00
  1   1   1 1.525900e+01 1.000000e-16 1.000000e-16 5.060582e-03 0.000000e+00 -3.155509e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.030515e-01 1.146876e-01 5.036291e-01 0.000000e+00 0.000000e+00
################### End of experiment, EOF ###################
 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
