Sample#,Scan#,Interval,ENERGY-RBK,IC1[V],IC2[V],IC3[V],TRANS,TransRef,If,FLUOR,ROI_0[c/s],ROI_1[c/s],ROI_2[c/s],ROI_3[c/s],ROI_4[c/s],ROI_5[c/s],ROI_6[c/s],ROI_7[c/s],e-time[sec],DEADTIME[%],INT_TIME[sec],OCR,ICR
1,1,3,8.805011840262306,0,0,3.1891714422857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.805197113371626,0,0,3.1887903428571422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.80541018734243,0,0,3.1885778262857136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.805604742387244,0,0,3.187508091428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.805799306257814,0,0,3.188917546285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.806003144541421,0,0,3.188816907428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.806206992512683,0,0,3.1892705485714283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.806392317257409,0,0,3.1876346137142852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.80659618372518,0,0,3.188484339428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.806790792574313,0,0,3.189435725714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.807003945730342,0,0,3.188580210285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.807198573079816,0,0,3.187223033142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.807393209259923,0,0,3.184691225142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.807597123301607,0,0,3.185772709714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.807791777565338,0,0,3.1848521451428566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.807995710553081,0,0,3.183867893714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.808199653235171,0,0,3.182461163428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.808403605612288,0,0,3.1824291497142854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.808598296471457,0,0,3.1843225565714284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.808802267799928,0,0,3.183448139428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.808996976750276,0,0,3.184612212571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.809191694536759,0,0,3.184751676571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.809395694076743,0,0,3.1840065062857144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.809599703315772,0,0,3.184965555428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.809822269911791,0,0,3.1978342171428573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.809998476654211,0,0,3.1858922502857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.810193239893088,0,0,3.187618947428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.810397287053153,0,0,3.186637250285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.81060134391563,0,0,3.1870447440000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.810796134517716,0,0,3.1854598948571424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.81100021034598,0,0,3.186975267428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.811204295878687,0,0,3.1879506639999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.811408391116514,0,0,3.1870803337142855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.811603218352147,0,0,3.185371686857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.811798054431895,0,0,3.185597826285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.812002177906717,0,0,3.1853623211428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.812197032097702,0,0,3.1849015279999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.812401174547514,0,0,3.1843734720000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.812596046852242,0,0,3.1843264731428564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.812800208279668,0,0,3.1826849188571424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.812995098700641,0,0,3.183318892571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.813199279108302,0,0,3.1823354925714287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.813403469227792,0,0,3.1837791748571425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.81359838703854,0,0,3.182438004571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.813793313699518,0,0,3.1825067999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.813997532075517,0,0,3.1819938994285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.814192476860251,0,0,3.1814169714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.814396714224355,0,0,3.1825864937142856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.81461024549336,0,0,3.182557204571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.814795933490183,0,0,3.1834166365714287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.814990914529949,0,0,3.1844066777142856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.815195189878136,0,0,3.183853419428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.815399474944872,0,0,3.1861469977142853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.815603769730838,0,0,3.1857677714285706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.815808074236726,0,0,3.1875917017142856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.816003101242034,0,0,3.1876676491428566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.816207424747933,0,0,3.1879266537142854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.816402469890868,0,0,3.188131848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.816606812399405,0,0,3.1873081759999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.816801875682476,0,0,3.189091237714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.817006237196276,0,0,3.1881699919999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.817192028829357,0,0,3.188532189714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.81740569914368,0,0,3.1884737817142854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.817591508057832,0,0,3.1880315497142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.817795907147907,0,0,3.199312978285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.818000315965284,0,0,3.192900529142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.81819544254753,0,0,3.1878299314285705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.818399870379338,0,0,3.189498220571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.81859501511298,0,0,3.189053945142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.81879946196185,0,0,3.1909691485714284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.819003918541394,0,0,3.1933356091428573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.819199090717959,0,0,3.191696268571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.81940356631854,0,0,3.192312702857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.819626641710226,0,0,3.1913209588571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.819793955855692,0,0,3.1917619988571424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.82000775563536,0,0,3.1883867657142853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.820212269728414,0,0,3.1862205611428567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.820398200079273,0,0,3.181633915428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.82059343560755,0,0,3.178916155428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.820853763445745,0,0,3.1643538319999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.820993231275924,0,0,3.1634436548571423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.821197792282407,0,0,3.1491142822857134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.82140236302764,0,0,3.1436928960000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.821597644188081,0,0,3.1325686411428566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.821811533737131,0,0,3.120070521142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.821997533303357,0,0,3.1050647737142856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.82221144275733,0,0,3.0920118628571425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.822406760688542,0,0,3.0770117348571424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.822602087497001,0,0,3.0659835211428565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.822797423183305,0,0,3.0589112148571425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.823002070091652,0,0,3.045620074285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.823197423958273,0,0,3.027218489142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.823392786704567,0,0,3.0191263417142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.823606765615878,0,0,3.014000912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.82380214696915,0,0,3.007680417142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.823997537203951,0,0,3.004348266285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.824202241262299,0,0,3.002953456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.824406955069522,0,0,3.0014583474285708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.824593066990989,0,0,3.0014583474285708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.824797799411629,0,0,3.006607787428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.825002541583155,0,0,3.0091728011428565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.825207293506258,0,0,3.016520118857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.825402747621172,0,0,3.0221792239999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.82560751860617,0,0,3.0334368125714284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.825812299344786,0,0,3.0446431451428566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.82600778096732,0,0,3.0657488674285713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.826203271478159,0,0,3.0726490148571424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.826398770877908,0,0,3.0843764217142855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.826603589307444,0,0,3.0843764217142855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.82680841749396,0,0,3.107678489142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.826994633403626,0,0,3.113815756571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.827199480219015,0,0,3.1209434057142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.827395024919195,0,0,3.12802048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.827599890809614,0,0,3.1335699211428567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.827804766460368,0,0,3.1362548159999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.827991025522262,0,0,3.1409133222857144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.828205233416899,0,0,3.147142714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.828400823856708,0,0,3.1499810365714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.828596423192176,0,0,3.151817738285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.82879203142391,0,0,3.153680153142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.8289969638758,0,0,3.156376627428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.829201906092743,0,0,3.157593829714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.829397541864346,0,0,3.158085444571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.829593186534675,0,0,3.1585191622857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.829798157162976,0,0,3.1580260148571426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.829993820056389,0,0,3.1593324468571424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.83019880977686,0,0,3.1597741679999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.830403809266437,0,0,3.1601154205714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.83059949971116,0,0,3.160838624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.830804518296906,0,0,3.1586511337142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.83100022697105,0,0,3.1585004308571425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.83119594454885,0,0,3.1589305725714283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.831400991561694,0,0,3.1593540731428575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.831596727372672,0,0,3.1579916171428573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.831811114907577,0,0,3.1576782914285713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.832006869378374,0,0,3.1572335051428575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.832202632755926,0,0,3.155919580571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.832398405040838,0,0,3.1558046377142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.832594186233708,0,0,3.1572633051428576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.832799299895523,0,0,3.159363949714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.83299509933038,0,0,3.1591063074285706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.833190907675036,0,0,3.159247474285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.833396049783548,0,0,3.1611754491428568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.833591876373953,0,0,3.162655061714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,8.833806363340987,0,0,3.1626560834285713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
