Sample#	Scan#	Interval	ENERGY-RBK	IC1[V]	IC2[V]	IC3[V]	TRANS	TransRef	KETEK-If	KETEK-FLUOR	KETEK-ROI_0[c/s]	KETEK-ROI_1[c/s]	KETEK-ROI_2[c/s]	KETEK-ROI_3[c/s]	KETEK-ROI_4[c/s]	KETEK-ROI_5[c/s]	KETEK-ROI_6[c/s]	KETEK-ROI_7[c/s]	KETEK-e-time[sec]	KETEK-DEADTIME[%]	KETEK-INT_TIME[sec]	KETEK-OCR	KETEK-ICR
1	1	1	15.249972332295178	1e-16	1e-16	0.005113507620990276	0.0	-31.565491800552145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43718208000000003	0.46423997097407155	0.43922112	0.0	0.0
1	1	1	15.250905438046981	1e-16	1e-16	0.005009564571082592	0.0	-31.54495520828274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50290848	0.17943183940183774	0.50381248	0.0	0.0
1	1	1	15.252036629732155	1e-16	1e-16	0.005058436654508114	0.0	-31.554663682923852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50320064	0.09720259816826686	0.50369024	0.0	0.0
1	1	1	15.252998275737731	1e-16	1e-16	0.005105162970721722	0.0	-31.563858583775357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50289888	0.11269077346676049	0.5034662400000001	0.0	0.0
1	1	1	15.253988333206545	1e-16	1e-16	0.005024584010243416	0.0	-31.547948875409784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5029952	0.11260574263870025	0.50356224	0.0	0.0
1	1	1	15.255035106345389	1e-16	1e-16	0.005057959817349911	0.0	-31.554569412763545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50293536	0.11280957489536951	0.50350336	0.0	0.0
1	1	1	15.255997133741271	1e-16	1e-16	0.004991684574633837	0.0	-31.541379651822282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50299456	0.11400233342569394	0.50356864	0.0	0.0
1	1	1	15.25698758389355	1e-16	1e-16	0.005084422416985035	0.0	-31.559787646324786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50305504	0.09259588790367533	0.50352128	0.0	0.0
1	1	1	15.258034772238537	1e-16	1e-16	0.005084422416985035	0.0	-31.559787646324786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50299936	0.09108209083293331	0.50345792	0.0	0.0
1	1	1	15.259025489252073	1e-16	1e-16	0.005068211350589991	0.0	-31.556594173469716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50320192	0.09428268286330962	0.5036768	0.0	0.0
