Sample#	Scan#	Interval	ENERGY-RBK	IC1[V]	IC2[V]	IC3[V]	TRANS	TransRef	KETEK-If	KETEK-FLUOR	KETEK-ROI_0[c/s]	KETEK-ROI_1[c/s]	KETEK-ROI_2[c/s]	KETEK-ROI_3[c/s]	KETEK-ROI_4[c/s]	KETEK-ROI_5[c/s]	KETEK-ROI_6[c/s]	KETEK-ROI_7[c/s]	KETEK-e-time[sec]	KETEK-DEADTIME[%]	KETEK-INT_TIME[sec]	KETEK-OCR	KETEK-ICR
1	1	1	15.249972332295178	1e-16	1e-16	0.00510492455214262	0.0	-31.563811881221902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00327872	0.4479332739137216	1.00779296	0.0	0.0
1	1	1	15.250961993612083	1e-16	1e-16	0.0050963424146175385	0.0	-31.562129317756458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00625184	0.12345859388698391	1.0074956800000001	0.0	0.9937870026652572
1	1	1	15.252008347877418	1e-16	1e-16	0.0051595186814665794	0.0	-31.574449505279784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.006416	0.12036178402205394	1.0076288	0.0	0.0
1	1	1	15.253026561295213	1e-16	1e-16	0.0051101697608828545	0.0	-31.56483883389419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00623776	0.10140786006222917	1.0072592	0.0	0.0
1	1	1	15.254016622467496	1e-16	1e-16	0.005117321852594614	0.0	-31.566237435457097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00616096	0.1316225368020512	1.00748704	0.0	0.0
1	1	1	15.255006813274388	1e-16	1e-16	0.0051015871576964855	0.0	-31.563157907629368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0061504000000001	0.10662173049989893	1.00722432	0.0	0.0
1	1	1	15.255968837071196	1e-16	1e-16	0.005087521858513355	0.0	-31.560397056195757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00638144	0.1051059778905796	1.00744032	0.0	0.0
1	1	2	15.255997133741271	1e-16	1e-16	0.005148075055330992	0.0	-31.57222907806282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9942313600000001	0.37060632390403386	2.0016496	0.0	0.0
1	1	3	15.25704418496266	1e-16	1e-16	0.005272281356155872	0.0	-31.596069372710136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.998296	0.2881315348391733	3.00696	0.0	0.0
1	1	3	15.258034772238537	1e-16	1e-16	0.0052203102968633175	0.0	-31.586163052893973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0038144	0.12185089077130255	3.00747904	0.0	0.0
1	1	3	15.259025489252073	1e-16	1e-16	0.005103494040668011	0.0	-31.56353162008822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00399552	0.10323302069012205	3.00709984	0.0	1.3315599085846839
