 #(1)Sample#   (2)Scan#   (3)Interval   (4)ENERGY-RBK   (5)IC1[V]   (6)IC2[V]   (7)IC3[V]   (8)TRANS   (9)TransRef   (10)KETEK-If   (11)KETEK-FLUOR   (12)KETEK-ROI_0[c/s]   (13)KETEK-ROI_1[c/s]   (14)KETEK-ROI_2[c/s]   (15)KETEK-ROI_3[c/s]   (16)KETEK-ROI_4[c/s]   (17)KETEK-ROI_5[c/s]   (18)KETEK-ROI_6[c/s]   (19)KETEK-ROI_7[c/s]   (20)KETEK-e-time[sec]   (21)KETEK-DEADTIME[%]   (22)KETEK-INT_TIME[sec]   (23)KETEK-OCR   (24)KETEK-ICR
  1   1   1 1.525096e+01 1.000000e-16 1.000000e-16 5.089191e-03 0.000000e+00 -3.156073e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.006504e+00 1.196217e-01 1.007710e+00 0.000000e+00 0.000000e+00
  1   1   1 1.525198e+01 1.000000e-16 1.000000e-16 5.182166e-03 0.000000e+00 -3.157883e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.006590e+00 1.205630e-01 1.007805e+00 0.000000e+00 0.000000e+00
  1   1   1 1.525303e+01 1.000000e-16 1.000000e-16 5.010280e-03 0.000000e+00 -3.154510e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.006320e+00 1.063182e-01 1.007391e+00 0.000000e+00 0.000000e+00
  1   1   1 1.525402e+01 1.000000e-16 1.000000e-16 5.176921e-03 0.000000e+00 -3.157782e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.006199e+00 1.047759e-01 1.007254e+00 0.000000e+00 0.000000e+00
  1   1   1 1.525498e+01 1.000000e-16 1.000000e-16 5.041033e-03 0.000000e+00 -3.155122e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.006184e+00 1.206433e-01 1.007400e+00 0.000000e+00 0.000000e+00
  1   1   1 1.525603e+01 1.000000e-16 1.000000e-16 5.085138e-03 0.000000e+00 -3.155993e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.006620e+00 9.905336e-02 1.007619e+00 0.000000e+00 0.000000e+00
  1   1   2 1.525608e+01 1.000000e-16 1.000000e-16 5.127572e-03 0.000000e+00 -3.156824e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.922676e+00 3.573850e-01 1.929572e+00 0.000000e+00 1.560326e+00
  1   1   3 1.525702e+01 1.000000e-16 1.000000e-16 5.041033e-03 0.000000e+00 -3.155122e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.919029e+00 3.096838e-01 2.928097e+00 0.000000e+00 1.027739e+00
  1   1   3 1.525803e+01 1.000000e-16 1.000000e-16 5.045325e-03 0.000000e+00 -3.155207e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.004100e+00 1.211273e-01 3.007744e+00 0.000000e+00 0.000000e+00
  1   1   3 1.525903e+01 1.000000e-16 1.000000e-16 5.034120e-03 0.000000e+00 -3.154984e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.003903e+00 1.216879e-01 3.007563e+00 0.000000e+00 0.000000e+00
################### End of experiment, EOF ###################
 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
