Sample#	Scan#	Interval	ENERGY-RBK	IC1[V]	IC2[V]	IC3[V]	TRANS	TransRef	KETEK-If	KETEK-FLUOR	KETEK-ROI_0[c/s]	KETEK-ROI_1[c/s]	KETEK-ROI_2[c/s]	KETEK-ROI_3[c/s]	KETEK-ROI_4[c/s]	KETEK-ROI_5[c/s]	KETEK-ROI_6[c/s]	KETEK-ROI_7[c/s]	KETEK-e-time[sec]	KETEK-DEADTIME[%]	KETEK-INT_TIME[sec]	KETEK-OCR	KETEK-ICR
1	1	1	15.249944058160981	1e-16	1e-16	0.005235329270362854	0.0	-31.589035949139667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43847264	0.4649044367137926	0.44052064	0.0	0.0
1	1	1	15.250905438046981	1e-16	1e-16	0.005056767724454403	0.0	-31.554333698475425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5029408	0.1711145438470098	0.5038028800000001	0.0	0.0
1	1	1	15.252036629732155	1e-16	1e-16	0.005109931342303753	0.0	-31.56479217709956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5032976	0.11304565964999269	0.5038672	0.0	0.0
1	1	1	15.252998275737731	1e-16	1e-16	0.005070118699222803	0.0	-31.55697043832713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50287328	0.0973293240348187	0.5033632	0.0	0.0
1	1	1	15.253988333206545	1e-16	1e-16	0.005128764547407627	0.0	-31.568471010135944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50290912	0.11230756127976518	0.50347456	0.0	0.0
1	1	1	15.255006813274388	1e-16	1e-16	0.005234138108789921	0.0	-31.588808399535672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50322496	0.11388675223310982	0.50379872	0.0	0.0
1	1	1	15.255997133741271	1e-16	1e-16	0.0051647634245455265	0.0	-31.575465506872195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5029334400000001	0.09693667397239437	0.50342144	0.0	0.0
1	1	1	15.25698758389355	1e-16	1e-16	0.005036265589296818	0.0	-31.55027106185881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50292992	0.11287427737581675	0.50349824	0.0	0.0
1	1	1	15.258006467944625	1e-16	1e-16	0.00509920297190547	0.0	-31.562690456421343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50300704	0.11234919757383276	0.5035728	0.0	0.0
1	1	1	15.25899718125101	1e-16	1e-16	0.0050717866979539394	0.0	-31.557299370353384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50299808	0.11285899932957313	0.5035664	0.0	0.0
