Sample#	Scan#	Interval	ENERGY-RBK	IC1[V]	IC2[V]	IC3[V]	TRANS	TransRef	KETEK-If	KETEK-FLUOR	KETEK-ROI_0[c/s]	KETEK-ROI_1[c/s]	KETEK-ROI_2[c/s]	KETEK-ROI_3[c/s]	KETEK-ROI_4[c/s]	KETEK-ROI_5[c/s]	KETEK-ROI_6[c/s]	KETEK-ROI_7[c/s]	KETEK-e-time[sec]	KETEK-DEADTIME[%]	KETEK-INT_TIME[sec]	KETEK-OCR	KETEK-ICR
1	1	1	15.249944058160981	1e-16	1e-16	0.005089906044304371	0.0	-31.560865580435358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47521632	0.459279189062553	0.47740896	0.0	0.0
1	1	1	15.250990271553274	1e-16	1e-16	0.005119943991303444	0.0	-31.56674970871563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50271904	0.15285349834308812	0.50348864	0.0	0.0
1	1	1	15.252008347877418	1e-16	1e-16	0.0050932434387505054	0.0	-31.561521054377124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50319296	0.11294224065208258	0.50376192	0.0	0.0
1	1	1	15.252998275737731	1e-16	1e-16	0.0051132687367498875	0.0	-31.565445083144414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50283808	0.09784424772460018	0.50333056	0.0	0.0
1	1	1	15.254016622467496	1e-16	1e-16	0.004932561423629522	0.0	-31.529464620598926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50291584	0.11509937251458593	0.5034953600000001	0.0	0.0
1	1	1	15.255006813274388	1e-16	1e-16	0.005128764547407627	0.0	-31.568471010135944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50315456	0.09892529139120901	0.5036528	0.0	0.0
1	1	1	15.255997133741271	1e-16	1e-16	0.0051440224051475525	0.0	-31.571441551436987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50326688	0.11260846424411662	0.50383424	0.0	0.0
1	1	1	15.257015884375159	1e-16	1e-16	0.00494710449129343	0.0	-31.53240866309861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50321696	0.09884957140831924	0.50371488	0.0	0.0
1	1	1	15.258006467944625	1e-16	1e-16	0.00509658083319664	0.0	-31.562176098954225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50299808	0.11469974086118614	0.50357568	0.0	0.0
1	1	1	15.25899718125101	1e-16	1e-16	0.005088475067168474	0.0	-31.560584400721286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50302496	0.11297991842317372	0.50359392	0.0	0.0
