Sample#	Scan#	Interval	ENERGY-RBK	IC1[V]	IC2[V]	IC3[V]	TRANS	TransRef	KETEK-If	KETEK-FLUOR	KETEK-ROI_0[c/s]	KETEK-ROI_1[c/s]	KETEK-ROI_2[c/s]	KETEK-ROI_3[c/s]	KETEK-ROI_4[c/s]	KETEK-ROI_5[c/s]	KETEK-ROI_6[c/s]	KETEK-ROI_7[c/s]	KETEK-e-time[sec]	KETEK-DEADTIME[%]	KETEK-INT_TIME[sec]	KETEK-OCR	KETEK-ICR
1	1	1	15.249944058160981	1e-16	1e-16	0.005111123435199261	0.0	-31.5650254393072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47491136	0.4585045347413095	0.47709888	0.0	0.0
1	1	1	15.250933715776656	1e-16	1e-16	0.005121136084198952	0.0	-31.566982514804852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50293888	0.16515444481428837	0.50377088	0.0	0.0
1	1	1	15.252008347877418	1e-16	1e-16	0.005065350327640772	0.0	-31.556029510596762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50315008	0.11257111928218026	0.50371712	0.0	0.0
1	1	1	15.252998275737731	1e-16	1e-16	0.005049377679824829	0.0	-31.552871212898356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50325344	0.11127914487820607	0.50381408	0.0	0.0
1	1	1	15.254016622467496	1e-16	1e-16	0.0051509360782802105	0.0	-31.572784669854244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50295168	0.09718716570062878	0.50344096	0.0	0.0
1	1	1	15.255006813274388	1e-16	1e-16	0.004966176114976406	0.0	-31.536256359531244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50290816	0.09484578025274067	0.5033856	0.0	0.0
1	1	1	15.255997133741271	1e-16	1e-16	0.005037219263613224	0.0	-31.55046040533491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50314624	0.11314308439101925	0.50371616	0.0	0.0
1	1	1	15.25698758389355	1e-16	1e-16	0.0051247114315629005	0.0	-31.567680426325314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50310912	0.09633152277516231	0.50359424	0.0	0.0
1	1	1	15.258006467944625	1e-16	1e-16	0.005025537684559822	0.0	-31.54813865904589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50321984	0.1143954729627305	0.50379616	0.0	0.0
1	1	1	15.259025489252073	1e-16	1e-16	0.005009802989661694	0.0	-31.54500279982536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50311904	0.11207037307873192	0.50368352	0.0	0.0
