Sample#	Scan#	Interval	ENERGY-RBK	IC1[V]	IC2[V]	IC3[V]	TRANS	TransRef	KETEK-If	KETEK-FLUOR	KETEK-ROI_0[c/s]	KETEK-ROI_1[c/s]	KETEK-ROI_2[c/s]	KETEK-ROI_3[c/s]	KETEK-ROI_4[c/s]	KETEK-ROI_5[c/s]	KETEK-ROI_6[c/s]	KETEK-ROI_7[c/s]	KETEK-e-time[sec]	KETEK-DEADTIME[%]	KETEK-INT_TIME[sec]	KETEK-OCR	KETEK-ICR
1	1	1	15.249972332295178	1e-16	1e-16	0.004900616127997637	0.0	-31.522967146542193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48687648	0.4564056095494519	0.4891088	0.0	0.0
1	1	1	15.250990271553274	1e-16	1e-16	0.005082991905510426	0.0	-31.55950625492306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50302912	0.13480821910845442	0.50370816	0.0	0.0
1	1	1	15.252036629732155	1e-16	1e-16	0.005183835048228502	0.0	-31.579151348065952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50293888	0.09750714776974692	0.5034297600000001	0.0	0.0
1	1	1	15.252998275737731	1e-16	1e-16	0.005065589211881161	0.0	-31.556076669942545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50288032	0.09834410647354731	0.50337536	0.0	0.0
1	1	1	15.253988333206545	1e-16	1e-16	0.005149028729647398	0.0	-31.57241430962677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50324704	0.09865328420784977	0.503744	0.0	0.0
1	1	1	15.255006813274388	1e-16	1e-16	0.005071548745036125	0.0	-31.557252452272206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50296288	0.11267645017705724	0.50353024	0.0	0.0
1	1	1	15.255997133741271	1e-16	1e-16	0.005149028729647398	0.0	-31.57241430962677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50324608	0.1140088628393937	0.50382048	0.0	0.0
1	1	1	15.25698758389355	1e-16	1e-16	0.005086806602776051	0.0	-31.560256456107762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50305792	0.09843639286860392	0.5035536	0.0	0.0
1	1	1	15.258034772238537	1e-16	1e-16	0.005275142379105091	0.0	-31.59661187922001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5030576	0.11430539300341061	0.50363328	0.0	0.0
1	1	1	15.25899718125101	1e-16	1e-16	0.0051223281770944595	0.0	-31.567215266708015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50316288	0.11339316172532816	0.50373408	0.0	0.0
