Sample#	Scan#	Interval	ENERGY-RBK	IC1[V]	IC2[V]	IC3[V]	TRANS	TransRef	KETEK-If	KETEK-FLUOR	KETEK-ROI_0[c/s]	KETEK-ROI_1[c/s]	KETEK-ROI_2[c/s]	KETEK-ROI_3[c/s]	KETEK-ROI_4[c/s]	KETEK-ROI_5[c/s]	KETEK-ROI_6[c/s]	KETEK-ROI_7[c/s]	KETEK-e-time[sec]	KETEK-DEADTIME[%]	KETEK-INT_TIME[sec]	KETEK-OCR	KETEK-ICR
1	1	1	15.249887510209811	1e-16	1e-16	0.005166431423276663	0.0	-31.575788412164407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.923328	0.4470120302681961	0.9274739200000001	0.0	2.1660774935884106
1	1	1	15.259988024319748	1e-16	1e-16	0.005071310326457024	0.0	-31.55720544016695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00635104	0.10418893519861015	1.00740064	0.0	0.0
1	1	1	15.270016993479652	1e-16	1e-16	0.005127334035933018	0.0	-31.56819205191957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0065376	0.10188532311432362	1.00756416	0.0	0.0
1	1	1	15.280030879353738	1e-16	1e-16	0.005000744480639696	0.0	-31.543193006400706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00622656	0.11737040734678673	1.00740896	0.0	0.0
1	1	1	15.290086444189342	1e-16	1e-16	0.005044371355324984	0.0	-31.551879247496217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00657088	0.12012128344019539	1.00778144	0.0	0.0
1	1	1	15.300098441196312	1e-16	1e-16	0.005144737660884857	0.0	-31.57158058777059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0063254400000001	0.11989676491530403	1.00753344	0.0	0.0
