Sample#	Scan#	Interval	ENERGY-RBK	IC1[V]	IC2[V]	IC3[V]	TRANS	TransRef	KETEK-If	KETEK-FLUOR	KETEK-ROI_0[c/s]	KETEK-ROI_1[c/s]	KETEK-ROI_2[c/s]	KETEK-ROI_3[c/s]	KETEK-ROI_4[c/s]	KETEK-ROI_5[c/s]	KETEK-ROI_6[c/s]	KETEK-ROI_7[c/s]	KETEK-e-time[sec]	KETEK-DEADTIME[%]	KETEK-INT_TIME[sec]	KETEK-OCR	KETEK-ICR
1	1	1	15.249972332295178	1e-16	1e-16	0.005192656069993973	0.0	-31.580851542050578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48594656	0.4638648191602291	0.4882112	0.0	0.0
1	1	1	15.250961993612083	1e-16	1e-16	0.005154511891305447	0.0	-31.57347863544978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5030467200000001	0.14685584307765895	0.50378656	0.0	0.0
1	1	1	15.251980066128464	1e-16	1e-16	0.0051239971071481705	0.0	-31.56754102838787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5032329600000001	0.11350427784729127	0.5038048	0.0	0.0
1	1	1	15.252998275737731	1e-16	1e-16	0.005062251351773739	0.0	-31.55541752445002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50317216	0.10063551582372524	0.50367904	0.0	0.0
1	1	1	15.253988333206545	1e-16	1e-16	0.005206960253417492	0.0	-31.583602449776258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50310816	0.11676877051631998	0.50369632	0.0	0.0
1	1	1	15.254978520309235	1e-16	1e-16	0.0052949292585253716	0.0	-31.600355827834854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50322528	0.10195758564437253	0.50373888	0.0	0.0
1	1	1	15.255997133741271	1e-16	1e-16	0.0052949292585253716	0.0	-31.600355827834854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50321216	0.09453465190535841	0.50368832	0.0	0.0
1	1	1	15.25698758389355	1e-16	1e-16	0.005034358240664005	0.0	-31.549892267319798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50284704	0.11473415365603797	0.50342464	0.0	0.0
1	1	1	15.258006467944625	1e-16	1e-16	0.005173107143491507	0.0	-31.57707971179047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5031808	0.11580021889608676	0.50376416	0.0	0.0
1	1	1	15.25899718125101	1e-16	1e-16	0.005243672989308834	0.0	-31.590628413861495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5030912	0.09836640596604797	0.50358656	0.0	0.0
